,Rating,Review,Comment
14364,5,"It said 8GM storage memory ROM, but it shows only 4.3 GB and out of it again 1 GB is already used by system apps.Chromecast is not that good, lag a lot while loading HD photos from mobile. This feature needs more upgrade.Takes to much time to open any app, not sure if it really has 1GB RAM.This is OK OK tv in this range.READ MORE",Bad quality
14365,4,GoodREAD MORE,Terrific
14366,5,Am fully satisfiedREAD MORE,Pretty good
14367,4,Owsome productREAD MORE,Excellent
14368,5,Good !!READ MORE,Nice product
14369,4,"mi TV  sound and picture quality very good  but panel servis very bad no long lasting my mi TV size 43"" 25 month old         screen flikringREAD MORE",Utterly Disappointed
14370,5,GoodREAD MORE,Fabulous!
14371,4,NiceREAD MORE,Pretty good
14372,2,Super qualityREAD MORE,Must buy!
14373,1,Product is good & picture quality is very goodREAD MORE,Value-for-money
14374,5,Nice TVREAD MORE,Super!
14375,5,Super tvREAD MORE,Brilliant
14376,5,Excellent product.READ MORE,Brilliant
14377,5,NiceREAD MORE,Brilliant
14378,4,Problem when connect to mobile...I think best for broad band or any other wi fi connection...READ MORE,Good choice
14379,4,Product is very niceREAD MORE,Good quality product
14380,4,Value for money.... everything is ossamREAD MORE,Delightful
14381,4,GoodREAD MORE,Delightful
14382,5,ExcellentREAD MORE,Perfect product!
14383,3,GoodREAD MORE,Decent product
14384,5,SuperREAD MORE,Perfect product!
14385,5,goodREAD MORE,Highly recommended
14386,4,GoodREAD MORE,Wonderful
14387,4,big issue in downloading new apps from play store and sometimes facing problems in connecting internet. allover good product and delivery also good👍🏻READ MORE,Value-for-money
14388,5,AwesomeREAD MORE,Terrific
14389,4,Picture and sound quality goodREAD MORE,Value-for-money
14390,5,Good but sound system not much more as expected..READ MORE,Great product
14391,4,"MI is just awesome, obviously value for money. Connectivity is super and no flaws noticed in tv till now... Thanks to flipkart for quick delivery and best installation....😍READ MORE",Good quality product
14392,5,Good productREAD MORE,Highly recommended
14393,5,Super.... Nuce....READ MORE,Brilliant
14394,5,Very poor installation and very high too.. not too goodREAD MORE,Useless product
14395,5,Poor qualityREAD MORE,Useless product
14396,5,SuperREAD MORE,Classy product
14397,5,NiceREAD MORE,Best in the market!
14398,4,Good productREAD MORE,Perfect product!
14399,1,Value for moneyREAD MORE,Just wow!
14400,1,"Today I got it, but price of this tv is reasonable then other TV's. I can actual rating after some month according to this product performance..READ MORE",Nice product
14401,5,Good at this price rangeREAD MORE,Perfect product!
14402,5,epicREAD MORE,Great product
14403,5,Very bad experience of installationREAD MORE,Not good
14404,5,Amaizing productREAD MORE,Worth every penny
14405,5,Best experience.READ MORE,Awesome
14406,4,Products quality goodREAD MORE,Awesome
14407,5,good tvREAD MORE,Must buy!
14408,5,Nice TVREAD MORE,Best in the market!
14409,5,GoodREAD MORE,Terrific purchase
14410,2,ExcellentREAD MORE,Best in the market!
14411,4,Good qualityREAD MORE,Really Nice
14412,5,Supbb tvREAD MORE,Great product
14413,5,Avarage tvREAD MORE,Super!
14414,4,Good but sounds ok okREAD MORE,Value-for-money
14415,5,Nice and valuable product....All connectivity and picture quality superb...READ MORE,Wonderful
14416,4,Screen cast option not thereREAD MORE,Nice product
14417,4,Nice productREAD MORE,Very Good
14418,5,NiceREAD MORE,Fabulous!
14419,5,"Hi  i am writing this  after using from one month, excellent product sound is very good worth to buyREAD MORE",Perfect product!
14420,5,Good picture qualityREAD MORE,Simply awesome
14421,5,Awesome tvREAD MORE,Excellent
14422,5,Good picture quality& Best soundREAD MORE,Brilliant
14423,5,Not God worantiREAD MORE,Useless product
14424,5,Dolby sounds no systemREAD MORE,Terrific
14425,4,Installation very very poor conditionREAD MORE,Mind-blowing purchase
14426,5,Ok good but in all towns mi TV free installation option is not given. they charge money for installation.But they said if you bought realme TV's we didn't take any charges for TV installation on wall mount also.My advice..... Thank you....READ MORE,Worth the money
14427,5,Not much goodREAD MORE,Not good
14428,4,ExcellentREAD MORE,Fabulous!
14429,5,One of the best options for 32 inch smart tv below 15000. Connectivity is perhaps best in class. Sound is ok and picture quality is also goodREAD MORE,Best in the market!
14430,4,Awesome product good pictureREAD MORE,Good choice
14431,2,NiceREAD MORE,Highly recommended
14432,1,I am proud of you guysREAD MORE,Value-for-money
14433,5,Worth for moneyREAD MORE,Great product
14434,5,Superb as per rateREAD MORE,Brilliant
14435,3,Picture quality oi good but Sound quality is averageREAD MORE,Nice
14436,5,Good Product. Picture as well as sound quality is good.READ MORE,Wonderful
14437,5,Delivery is good Delivered at right time but installation is too late 1 or 2 days is OK but they are taking more than 10 days but tv is value for moneyREAD MORE,Awesome
14438,4,ARC ProblemREAD MORE,Slightly disappointed
14439,3,Pretty good🌻READ MORE,Worth the money
14440,5,It's ok at this price but it is slow while u open can say need to improve in software sectionREAD MORE,Does the job
14441,5,Value for moneyREAD MORE,Wonderful
14442,2,A good LED Tv at this price point and picture quality is also very good. I am using 2 of it one is the older version of it and this is the second one. I have been using Mi TVs for 2 years now. Just using UPS for voltage surge protection. Till now nothing negative. So I would recommend this TV.READ MORE,Simply awesome
14443,5,awesome clarityREAD MORE,Simply awesome
14444,4,Worth of moneyREAD MORE,Really Nice
14445,5,One of the worst product I had bought...it's keep on creating issues and it's the 5th time the TV is having trouble.  Suggest not to buy any MI products thinking low cost and worst service.READ MORE,Useless product
14446,4,All are very good .READ MORE,Classy product
14447,5,Nice productREAD MORE,Nice product
14448,5,GoodREAD MORE,Perfect product!
14449,4,PerfectREAD MORE,Super!
14450,3,GoodREAD MORE,Really Nice
14451,5,Review after 3 months. Not good comparitively. Add 2-3 k and order for another brand.READ MORE,Good
14452,1,OkREAD MORE,Classy product
14453,3,WiFi connectivity issues.Connected to WiFi but Internet not working.READ MORE,Absolute rubbish!
14454,4,niceREAD MORE,Fair
14455,5,Best brand. Working goodREAD MORE,Very Good
14456,5,"Nice,READ MORE",Best in the market!
14457,5,Very nice product in our budgetREAD MORE,Fabulous!
14458,5,A very good tv with Value for money 😃 The display is good and bright Sound is clear and loud Software also is very simple All in one very good Tv. Just one thing The Tv delivered the next day of the Order but The installation took 7 days so that's was something should be improved by the flipkart. And forgot to mention The delivery Person was very humble  and Cooperative  A TV Recommended for Someone is want a good tv in Low budget . Thank you 😉READ MORE,Simply awesome
14459,5,BestREAD MORE,Simply awesome
14460,1,NiceREAD MORE,Wonderful
14461,5,"After using it for 5 months, the tv AV option is not working. Always getting an error Not Connected. Could not resolve it manually and also customer care is not giving proper guidance.READ MORE",Unsatisfactory
14462,5,The product is quality is bad.Within two years the display got completely damaged and required a TV replacement.But within a few weeks the replaced TV also got it's display damaged.It seems company provide low quality products as replacement.READ MORE,Did not meet expectations
14463,4,Good tv in this rangeREAD MORE,Brilliant
14464,5,Awesome productREAD MORE,Excellent
14465,4,Excellent productREAD MORE,Nice product
14466,5,GoodREAD MORE,Simply awesome
14467,5,"Value for money, but the installation quiet disappointedREAD MORE",Nice product
14468,3,GoodREAD MORE,Best in the market!
14469,1,GoodREAD MORE,Awesome
14470,1,remote stopped working after some pointREAD MORE,Decent product
14471,5,Good product:* Compact and user friendly.* spec and ports are same as in product details* Installation and packing are excellent.* Delivery on time and good.Thanks for flipkart team GOD bless you.READ MORE,Must buy!
14472,5,It is is nice product. Value per many 👌READ MORE,Just wow!
14473,5,Nic product 👌READ MORE,Highly recommended
14474,5,It keeps turning off automatically and doesnt work.READ MORE,Horrible
14475,5,Good productREAD MORE,Worth every penny
14476,5,nice productREAD MORE,Great product
14477,4,Very Good ProductREAD MORE,Super!
14478,1,Product is valued for money and good.READ MORE,Good choice
14479,5,It's my second tv all features are too good.READ MORE,Must buy!
14480,4,Tv is goodREAD MORE,Nice product
14481,5,NiceREAD MORE,Simply awesome
14482,4,Not workingREAD MORE,Worthless
14483,5,Good this productREAD MORE,Delightful
14484,5,Good product. Value for price RangeREAD MORE,Perfect product!
14485,5,I am happy this product so thanks by flipkartREAD MORE,Best in the market!
14486,2,Nice👍👍👍👍READ MORE,Best in the market!
14487,1,"After completing warrenty period, it has lining problem on screen, worst productREAD MORE",Not recommended at all
14488,1,Sound stopped working after a week. I recommend don’t buy this product.READ MORE,Moderate
14489,4,It's a good product keeping the price in mindREAD MORE,Wonderful
14490,3,Overall goodREAD MORE,Nice
14491,5,GoodREAD MORE,Mind-blowing purchase
14492,5,Good picture and sound qualityREAD MORE,Classy product
14493,5,Awesome product in such valueREAD MORE,Must buy!
14494,5,It's amazing Led tv.Nice picture qualityREAD MORE,Worth every penny
14495,1,"I am writing this review after 1.5 years of using the TV....I was watching the TV ,when all of a sudden it stopped working with a white flash. I don't know what's the issue. I have booked an appointment with the service center.Now let's see what happens.....Think twice before u go for MiTv.READ MORE",Unsatisfactory
14496,3,"Over all satisfied with product, Remember buyers in case you are planning to mount the TV on the wall you need to pay additional Rs1300/- over an above the cost. This is unfare as LED television are supposed to cone with mount #rvbawa #review #hiddenchargesREAD MORE",Just okay
14497,3,Good product iam happy but 🤏🤏READ MORE,Fair
14498,5,Good product and best serviceREAD MORE,Super!
14499,3,"This TV has lots of connectivity issue, it is disconnecting WiFi automatically while I have stable 150Mbps fiber connection. Sounds also not up to the mark. If you think to buy TV and want to watch OTT on TV, don't go for it.READ MORE",Good
14500,5,Super . Fast connectivity.  Value for money.READ MORE,Fabulous!
14501,5,ExcellentREAD MORE,Simply awesome
14502,5,mobile not connect properly and network connectivity are very very poor m not happy with product and serviceREAD MORE,Absolute rubbish!
14503,5,Good productsREAD MORE,Brilliant
14504,5,Good product.. Good deliveryREAD MORE,Perfect product!
14505,1,Fast delivery best quality best servicesREAD MORE,Super!
14506,3,Display not clearREAD MORE,Nice
14507,4,GoodREAD MORE,Very Good
14508,5,Very nice 👍READ MORE,Just wow!
14509,4,average with priceREAD MORE,GOOD
14510,4,"Its nice and good to see this smart tv ,,but While ordering it was showing free installation and demo but now in pendamic they hve cancelled automaticallyREAD MORE",Worth the money
14511,5,Best quality & features..READ MORE,Worth every penny
14512,4,Over all good productREAD MORE,Value-for-money
14513,4,Good 👍👍READ MORE,Nice product
14514,5,very good productREAD MORE,Best in the market!
14515,5,SuperbREAD MORE,Great product
14516,5,Value For moneyREAD MORE,Brilliant
14517,5,PerfectREAD MORE,Fabulous!
14518,5,Very happy with the productREAD MORE,Must buy!
14519,3,Very gud quality.READ MORE,Fair
14520,4,OkREAD MORE,Very Good
14521,5,Excellent productREAD MORE,Brilliant
14522,5,NiceREAD MORE,Worth every penny
14523,3,Good productsREAD MORE,Good
14524,5,Amazing? I loved itREAD MORE,Must buy!
14525,5,GudREAD MORE,Just wow!
14526,5,ThanksREAD MORE,Simply awesome
14527,4,Thank you flipkart for your fastest delivery.READ MORE,Good quality product
14528,5,Good performance till now.READ MORE,Brilliant
14529,5,Go for itREAD MORE,Best in the market!
14530,5,"Pay for only wall mount , its not available with tv..everything was nice..READ MORE",Highly recommended
14531,5,GoodREAD MORE,Perfect product!
14532,4,Good picture quality and sound quality 👌READ MORE,Worth the money
14533,5,Worth every penny!!!Fast delivery even in lockdownREAD MORE,Simply awesome
14534,5,"I am writing the review after 5-6 months of usage . Good picture quality, the volume is good the max volume one can increase is at 50, other brands offers the loudness upto 60 -75. This is my 1st smart TV and I m satisfied with the sound quality and picture sharpness. The software of the tv was not updated properly by the installation team and even in the customer service help desk they were not able to guide. Finally there was a backend technical team escalation call managed to guide through...READ MORE",Excellent
14535,5,PICTURE QUALITY IS VERY NICEREAD MORE,Brilliant
14536,5,Good product for the price.READ MORE,Good Product
14537,5,Wow .. Good one... Pls reduce rates ... Many of us customers are waiting for itREAD MORE,Fabulous!
14538,5,Mi 4a pro awesome smart TvREAD MORE,Super!
14539,5,GoodREAD MORE,Mind-blowing purchase
14540,4,Installation not  coming tv fittingREAD MORE,Value-for-money
14541,5,Good and value for moneyREAD MORE,Brilliant
14542,5,NiceREAD MORE,Mind-blowing purchase
14543,5,Good picture quality. Sound is value for money.At this budget it has the best sound.READ MORE,Highly recommended
